Year,Month,Projection Cycle,Project Number,Project (English),Project (Spanish),Operation Number,Region,IDB Country,Country,Country (English),Country (Spanish),Department,Responsible Unit,Responsible Unit Name,Project Type,Project Type (English),Project Type (Spanish),Fund,Fund (English),Fund (Spanish),Lending Type,Lending Type (English),Lending Type (Spanish),Lending Instrument,Lending Instrument (English),Lending Instrument (Spanish),Modality,Modality (English),Modality (Spanish),Project Phase,Project Phase (English),Project Phase (Spanish),Project Stage,Project Stage (English),Project Stage (Spanish),Parent Operation Number,Project Category,Attribute Filter Value,Approval Year,Transaction Year,Transaction Month,Transaction Date,Recent Disbursement Request Value Date,IS Parent Child Operation,IS SubLoan Exist,IS FIN Processing,IS Agreed Projection,IS Projection,Projection Amount (USEQ),Baseline Projection Amount (USEQ),Disbursed Amount (USEQ),Available Amount (USEQ),Available Amount (Apprvd),Minimum Pending Justification Amount,DW Update Timestamp,udr_cd
2026,6,202606,BR-L1533,Fiscal Management Modernization Project for the State of Bahia – PROFISCO II – BA,Proyecto de Modernización de la Gestión Fiscal del Estado de Bahia ― PROFISCO II - BA,4970/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2020,2023,10,10/31/2023 0:00,3/9/2026 0:00,Parent Operation,N,Y,N,Y,0,0,0,18300000,18300000,0,6/16/2026,CSC/CBR
2026,6,202606,BR-L1527,Fiscal Management Modernization Project of the State of Paraná - PROFISCO II PR,Proyecto de Modernización de la Gestión Fiscal del Estado de Paraná - PROFISCO II PR,4951/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2019,2025,12,12/31/2025 0:00,12/17/2025 0:00,Parent Operation,N,Y,N,N,0,0,3642800.91,9820448.19,9820448.19,3878623.77,1/1/2026,CSC/CBR
2026,6,202606,AR-L1285,Provincial Management Strengthening Program II,Programa de Fortalecimiento de la Gestión Provincial II,4753/OC-AR,CSC,AR,AR,Argentina,Argentina,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2019,2027,6,6/30/2027 0:00,10/9/2025 0:00,Parent Operation,N,Y,Y,Y,0,17628000,0,110200521.5,110200521.5,2942240.42,2/28/2026,CSC/CAR
2026,6,202606,BR-L1527,Fiscal Management Modernization Project of the State of Paraná - PROFISCO II PR,Proyecto de Modernización de la Gestión Fiscal del Estado de Paraná - PROFISCO II PR,4951/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2019,2028,1,1/31/2028 0:00,12/17/2025 0:00,Parent Operation,N,Y,Y,Y,0,0,0,9820448.19,9820448.19,3878623.77,2/28/2026,CSC/CBR
2026,6,202606,BR-L1533,Fiscal Management Modernization Project for the State of Bahia – PROFISCO II – BA,Proyecto de Modernización de la Gestión Fiscal del Estado de Bahia ― PROFISCO II - BA,4970/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2020,2025,4,4/30/2025 0:00,3/9/2026 0:00,Parent Operation,N,Y,N,Y,0,0,0,18300000,18300000,0,6/16/2026,CSC/CBR
2026,6,202606,BR-L1533,Fiscal Management Modernization Project for the State of Bahia – PROFISCO II – BA,Proyecto de Modernización de la Gestión Fiscal del Estado de Bahia ― PROFISCO II - BA,4970/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2020,2026,3,3/31/2026 0:00,3/9/2026 0:00,Parent Operation,N,Y,N,Y,5300000,0,0,18300000,18300000,0,6/16/2026,CSC/CBR
2026,6,202606,BR-L1533,Fiscal Management Modernization Project for the State of Bahia – PROFISCO II – BA,Proyecto de Modernización de la Gestión Fiscal del Estado de Bahia ― PROFISCO II - BA,4970/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2020,2026,4,4/30/2026 0:00,3/9/2026 0:00,Parent Operation,N,Y,N,Y,0,0,0,18300000,18300000,0,6/16/2026,CSC/CBR
2026,6,202606,BR-L1533,Fiscal Management Modernization Project for the State of Bahia – PROFISCO II – BA,Proyecto de Modernización de la Gestión Fiscal del Estado de Bahia ― PROFISCO II - BA,4970/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2020,2028,2,2/29/2028 0:00,3/9/2026 0:00,Parent Operation,N,Y,N,Y,0,0,0,18300000,18300000,0,6/16/2026,CSC/CBR
2026,6,202606,BR-L1533,Fiscal Management Modernization Project for the State of Bahia – PROFISCO II – BA,Proyecto de Modernización de la Gestión Fiscal del Estado de Bahia ― PROFISCO II - BA,4970/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2020,2028,4,4/30/2028 0:00,3/9/2026 0:00,Parent Operation,N,Y,N,Y,0,0,0,18300000,18300000,0,6/16/2026,CSC/CBR
2026,6,202606,BR-L1527,Fiscal Management Modernization Project of the State of Paraná - PROFISCO II PR,Proyecto de Modernización de la Gestión Fiscal del Estado de Paraná - PROFISCO II PR,4951/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2019,2027,9,9/30/2027 0:00,12/17/2025 0:00,Parent Operation,N,Y,Y,Y,0,2820000,0,9820448.19,9820448.19,3878623.77,2/28/2026,CSC/CBR
2026,6,202606,BR-L1527,Fiscal Management Modernization Project of the State of Paraná - PROFISCO II PR,Proyecto de Modernización de la Gestión Fiscal del Estado de Paraná - PROFISCO II PR,4951/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2019,2028,3,3/31/2028 0:00,12/17/2025 0:00,Parent Operation,N,Y,Y,Y,0,0,0,9820448.19,9820448.19,3878623.77,2/28/2026,CSC/CBR
2026,6,202606,BR-L1527,Fiscal Management Modernization Project of the State of Paraná - PROFISCO II PR,Proyecto de Modernización de la Gestión Fiscal del Estado de Paraná - PROFISCO II PR,4951/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2019,2028,2,2/29/2028 0:00,12/17/2025 0:00,Parent Operation,N,Y,Y,Y,0,0,0,9820448.19,9820448.19,3878623.77,2/28/2026,CSC/CBR
2026,6,202606,PE-L1239,Improving Tax and Customs Revenue Collection Services Through Digital Transformation,Mejoramiento de los Servicios de Recaudación Tributaria y Aduanera a través de la Transformación Digital,4725/OC-PE,CAN,PE,PE,Peru,Perú,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2018,2027,1,1/31/2027 0:00,5/28/2026 0:00,Parent Operation,N,Y,Y,Y,0,0,0,8726953,8726953,3719864.1,2/28/2026,CAN/CPE
2026,6,202606,PE-L1239,Improving Tax and Customs Revenue Collection Services Through Digital Transformation,Mejoramiento de los Servicios de Recaudación Tributaria y Aduanera a través de la Transformación Digital,4725/OC-PE,CAN,PE,PE,Peru,Perú,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2018,2027,5,5/31/2027 0:00,5/28/2026 0:00,Parent Operation,N,Y,Y,Y,0,0,0,8726953,8726953,3719864.1,2/28/2026,CAN/CPE
2026,6,202606,PE-L1239,Improving Tax and Customs Revenue Collection Services Through Digital Transformation,Mejoramiento de los Servicios de Recaudación Tributaria y Aduanera a través de la Transformación Digital,4725/OC-PE,CAN,PE,PE,Peru,Perú,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2018,2027,12,12/31/2027 0:00,5/28/2026 0:00,Parent Operation,N,Y,Y,Y,0,0,0,8726953,8726953,3719864.1,2/28/2026,CAN/CPE
2026,6,202606,PR-L1192,Program for Consolidation of the National Income Tax Office (DNIT),Programa de Consolidación de la Dirección Nacional de Ingresos Tributarios (DNIT),5940/OC-PR,CSC,PR,PY,Paraguay,Paraguay,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2024,2026,10,10/31/2026 0:00,12/8/2025 0:00,Parent Operation,N,Y,Y,Y,0,0,0,29438616,29438616,449107.2,2/28/2026,CSC/CPR
2026,6,202606,PR-L1192,Program for Consolidation of the National Income Tax Office (DNIT),Programa de Consolidación de la Dirección Nacional de Ingresos Tributarios (DNIT),5940/OC-PR,CSC,PR,PY,Paraguay,Paraguay,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2024,2026,12,12/31/2026 0:00,12/8/2025 0:00,Parent Operation,N,Y,Y,Y,0,0,0,29438616,29438616,449107.2,2/28/2026,CSC/CPR
2026,6,202606,PR-L1192,Program for Consolidation of the National Income Tax Office (DNIT),Programa de Consolidación de la Dirección Nacional de Ingresos Tributarios (DNIT),5940/OC-PR,CSC,PR,PY,Paraguay,Paraguay,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2024,2028,3,3/31/2028 0:00,12/8/2025 0:00,Parent Operation,N,Y,Y,Y,0,0,0,29438616,29438616,449107.2,2/28/2026,CSC/CPR
2026,6,202606,ME-L1309,Program to Strengthen the Fiscal Performance of Subnational Governments,Programa de Fortalecimiento del Desempeño Fiscal de los Gobiernos Subnacionales,6106/OC-ME-DE,CID,ME,MX,Mexico,México,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,APPS,Approved/Pending Signature,Aprobado/Pendiente de Firma,,A,,2023,2026,6,6/30/2026 0:00,,Parent Operation,N,Y,N,Y,0,0,0,,,,6/16/2026,CID/CME
2026,6,202606,CR-L1081,Fiscal Sustainability Support Program,Programa de Apoyo a la Sostenibilidad Fiscal,4819/OC-CR,CID,CR,CR,Costa Rica,Costa Rica,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2019,2020,9,9/30/2020 0:00,10/16/2019 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CID/CCR
2026,6,202606,CR-L1081,Fiscal Sustainability Support Program,Programa de Apoyo a la Sostenibilidad Fiscal,4819/OC-CR,CID,CR,CR,Costa Rica,Costa Rica,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2019,2021,1,1/31/2021 0:00,10/16/2019 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CID/CCR
2026,6,202606,CR-L1081,Fiscal Sustainability Support Program,Programa de Apoyo a la Sostenibilidad Fiscal,4819/OC-CR,CID,CR,CR,Costa Rica,Costa Rica,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2019,2022,4,4/30/2022 0:00,10/16/2019 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CID/CCR
2026,6,202606,CR-L1081,Fiscal Sustainability Support Program,Programa de Apoyo a la Sostenibilidad Fiscal,4819/OC-CR,CID,CR,CR,Costa Rica,Costa Rica,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2019,2023,4,4/30/2023 0:00,10/16/2019 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CID/CCR
2026,6,202606,UR-L1089,Program to Modernize de Public Financial Management,Programa de Modernización de la Gestión Financiera Pública,3161/OC-UR,CSC,UR,UY,Uruguay,Uruguay,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2014,2017,11,11/30/2017 0:00,10/17/2023 10:12,Parent Operation,N,Y,N,N,0,0,490375.46,0,0,,9/22/2022,CUR
2026,6,202606,SU-L1011,Decentralization and Local Government Strengthening II,Descentralización y Fortalecimiento del Gobierno Municipal II,2087/OC-SU,CCB,SU,SR,Suriname,Suriname,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed (all the Operations are closed),Cerrado (todas las operaciones están cerradas),,A,,2008,2014,4,4/30/2014 0:00,,Parent Operation,N,Y,N,N,0,0,105427.9,0,0,,9/22/2022,CSU
2026,6,202606,BR-L1502,Fiscal Management Modernization Program For The State Of Ceará– Profisco II - CE,Programa De Modernización De La Gestión Fiscal Del Estado De Ceará – Profisco II – CE,4436/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2017,2019,10,10/31/2019 0:00,2/28/2025 15:15,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CBR
2026,6,202606,BR-L1502,Fiscal Management Modernization Program For The State Of Ceará– Profisco II - CE,Programa De Modernización De La Gestión Fiscal Del Estado De Ceará – Profisco II – CE,4436/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2017,2020,4,4/30/2020 0:00,2/28/2025 15:15,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CBR
2026,6,202606,GU0134,Municipal Development,Desarrollo Municipal,1217/OC-GU-2,CID,GU,GT,Guatemala,Guatemala,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed (all the Operations are closed),Cerrado (todas las operaciones están cerradas),1217/OC-GU,A,,1999,2009,9,9/30/2009 0:00,,Parent Operation,N,Y,N,N,0,0,408012.17,0,0,,9/22/2022,CGU
2026,6,202606,BR-L1254,PROFISCO-Fiscal Modernization Project of the State of Sergipe (PROMOFAZ),PROFISCO-Proyecto de Modernización de Hacienda del Estado de Sergipe (PROMOFAZ),2518/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,FD,Fully Disbursed,Totalmente Desembolsado,,A,,2011,2018,12,12/31/2018 0:00,1/27/2021 14:12,Parent Operation,N,Y,N,N,0,0,-33927.61,0,0,,9/22/2022,CSC
2026,6,202606,NI-L1013,Multiphase Low-Income Housing Program - Fase II,Programa Multifase de Vivienda para Poblaciones de Bajos Ingresos Fase II,1944/BL-NI,CID,NI,NI,Nicaragua,Nicaragua,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,FSO,Fund for Special Operations,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed (all the Operations are closed),Cerrado (todas las operaciones están cerradas),,A,,2007,2010,6,6/30/2010 0:00,,Parent Operation,N,Y,N,N,0,0,420538.2,0,0,,9/22/2022,CNI
2026,6,202606,ME-L1309,Program to Strengthen the Fiscal Performance of Subnational Governments,Programa de Fortalecimiento del Desempeño Fiscal de los Gobiernos Subnacionales,6106/OC-ME-DE,CID,ME,MX,Mexico,México,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,APPS,Approved/Pending Signature,Aprobado/Pendiente de Firma,,A,,2023,2023,3,3/31/2023 0:00,,Parent Operation,N,Y,N,Y,0,0,0,,,,6/16/2026,CID/CME
2026,6,202606,ME-L1309,Program to Strengthen the Fiscal Performance of Subnational Governments,Programa de Fortalecimiento del Desempeño Fiscal de los Gobiernos Subnacionales,6106/OC-ME-DE,CID,ME,MX,Mexico,México,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,APPS,Approved/Pending Signature,Aprobado/Pendiente de Firma,,A,,2023,2023,10,10/31/2023 0:00,,Parent Operation,N,Y,N,Y,0,0,0,,,,6/16/2026,CID/CME
2026,6,202606,BR-L1575,Program to Promote Fiscal Sustainability and Enhance the Effectiveness of Public Expenditure in the Município of Recife,Programa de Promoción de la Sostenibilidad Fiscal y Mejoría de la Efectividad del Gasto Público del Municipio de Recife,5636/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBL,PBL (Policy Based Loan),PBL (Regular),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2022,2024,2,2/29/2024 0:00,12/5/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CBR
2026,6,202606,BR-L1575,Program to Promote Fiscal Sustainability and Enhance the Effectiveness of Public Expenditure in the Município of Recife,Programa de Promoción de la Sostenibilidad Fiscal y Mejoría de la Efectividad del Gasto Público del Municipio de Recife,5636/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBL,PBL (Policy Based Loan),PBL (Regular),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2022,2025,1,1/31/2025 0:00,12/5/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CBR
2026,6,202606,BR-L1575,Program to Promote Fiscal Sustainability and Enhance the Effectiveness of Public Expenditure in the Município of Recife,Programa de Promoción de la Sostenibilidad Fiscal y Mejoría de la Efectividad del Gasto Público del Municipio de Recife,5636/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBL,PBL (Policy Based Loan),PBL (Regular),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2022,2025,12,12/31/2025 0:00,12/5/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CBR
2026,6,202606,BR-L1499,Fiscal Management Modernization Project for the State of Pará- PROFISCO II PA,Proyecto de Modernización de la Gestión Fiscal del Estado de Pará - PROFISCO II PA,4459/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2017,2019,6,6/30/2019 0:00,10/15/2025 10:35,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CBR
