yr,mth,projection_cycle,project_number,project_engl_nm,project_spanish_nm,operation_number,country_cd,country_engl_nm,country_spanish_nm,region,project_type_cd,project_type_engl_nm,project_type_spanish_nm,responsible_unit,responsible_unit_nm,department_cd,vp_org_unit_cd,pipe_year,sector_cd,sector_engl_nm,sector_spanish_nm,lending_type_cd,lending_type_engl_nm,lending_type_spanish_nm,lending_instrument_cd,lending_instrument_engl_nm,lending_instrument_spanish_nm,modality_cd,modality_engl_nm,modality_spanish_nm,taxonomy_cd,taxonomy_engl_nm,taxonomy_spanish_nm,financial_instrument_cd,financial_instrument_engl_nm,project_status_cd,project_status_engl_nm,project_status_spanish_nm,project_execution_status,project_execution_status_engl_nm,project_execution_status_spanish_nm,project_phase_cd,project_phase_engl_nm,project_phase_spanish_nm,project_stage_cd,project_stage_engl_nm,project_stage_spanish_nm,approval_year,transaction_year,transaction_month,transaction_date,approved_crncy_cd,approved_crncy_engl_nm,approved_crncy_spanish_nm,reporting_crncy_cd,reporting_crncy_engl_nm,reporting_crncy_spanish_nm,fund_cd,fund_engl_nm,fund_spanish_nm,projection_amnt_apprvd_crncy,projection_amnt_rpt_crncy,projection_amnt_useq,baseline_projection_amnt_apprvd_crncy,baseline_projection_amnt_rpt_crncy,baseline_projection_amnt_useq,disbursed_amnt_apprvd_crncy,disbursed_amnt_rpt_crncy,disbursed_amnt_useq,disbursed_ytd_amnt_apprvd_crncy,disbursed_ytd_amnt_rpt_crncy,disbursed_ytd_amnt_useq,is_projection,is_agreed_projection,convrgnc_disb_proj_id,dw_crte_ts,dw_updt_ts,udr_cd,idb_country_cd,parnt_operation_number,fin_processing,sub_loans_exist
2025,2,202502,EC-L1253,Program to Improve Tax and Customs Administration,Programa de Mejora de la Administración Tributaria y Aduanera,5599/KI-EC-1,EC,Ecuador,Ecuador,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2022,RM-REA,REVENUE ADMINISTRATION,ADMINISTRACIÓN DE INGRESOS,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2022,2025,3,3/31/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,KIF,Korea Infrastructure Development Co-Fina,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,175602,3/1/2025 11:59,3/1/2025 11:59,CAN/CEC,EC,5599/KI-EC,N,N
2025,2,202502,EC-L1253,Program to Improve Tax and Customs Administration,Programa de Mejora de la Administración Tributaria y Aduanera,5599/KI-EC-1,EC,Ecuador,Ecuador,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2022,RM-REA,REVENUE ADMINISTRATION,ADMINISTRACIÓN DE INGRESOS,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2022,2025,4,4/30/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,KIF,Korea Infrastructure Development Co-Fina,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,175603,3/1/2025 11:59,3/1/2025 11:59,CAN/CEC,EC,5599/KI-EC,N,N
2025,2,202502,EC-L1253,Program to Improve Tax and Customs Administration,Programa de Mejora de la Administración Tributaria y Aduanera,5599/KI-EC-1,EC,Ecuador,Ecuador,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2022,RM-REA,REVENUE ADMINISTRATION,ADMINISTRACIÓN DE INGRESOS,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2022,2025,5,5/31/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,KIF,Korea Infrastructure Development Co-Fina,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,175604,3/1/2025 11:59,3/1/2025 11:59,CAN/CEC,EC,5599/KI-EC,N,N
2025,2,202502,EC-L1253,Program to Improve Tax and Customs Administration,Programa de Mejora de la Administración Tributaria y Aduanera,5599/KI-EC-1,EC,Ecuador,Ecuador,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2022,RM-REA,REVENUE ADMINISTRATION,ADMINISTRACIÓN DE INGRESOS,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2022,2025,6,6/30/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,KIF,Korea Infrastructure Development Co-Fina,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,175605,3/1/2025 11:59,3/1/2025 11:59,CAN/CEC,EC,5599/KI-EC,N,N
2025,2,202502,EC-L1253,Program to Improve Tax and Customs Administration,Programa de Mejora de la Administración Tributaria y Aduanera,5599/KI-EC-1,EC,Ecuador,Ecuador,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2022,RM-REA,REVENUE ADMINISTRATION,ADMINISTRACIÓN DE INGRESOS,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2022,2025,7,7/31/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,KIF,Korea Infrastructure Development Co-Fina,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,175606,3/1/2025 11:59,3/1/2025 11:59,CAN/CEC,EC,5599/KI-EC,N,N
2025,2,202502,EC-L1253,Program to Improve Tax and Customs Administration,Programa de Mejora de la Administración Tributaria y Aduanera,5599/KI-EC-1,EC,Ecuador,Ecuador,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2022,RM-REA,REVENUE ADMINISTRATION,ADMINISTRACIÓN DE INGRESOS,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2022,2025,8,8/31/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,KIF,Korea Infrastructure Development Co-Fina,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,175607,3/1/2025 11:59,3/1/2025 11:59,CAN/CEC,EC,5599/KI-EC,N,N
2025,2,202502,EC-L1253,Program to Improve Tax and Customs Administration,Programa de Mejora de la Administración Tributaria y Aduanera,5599/KI-EC-1,EC,Ecuador,Ecuador,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2022,RM-REA,REVENUE ADMINISTRATION,ADMINISTRACIÓN DE INGRESOS,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2022,2025,9,9/30/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,KIF,Korea Infrastructure Development Co-Fina,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,175608,3/1/2025 11:59,3/1/2025 11:59,CAN/CEC,EC,5599/KI-EC,N,N
2025,2,202502,EC-L1253,Program to Improve Tax and Customs Administration,Programa de Mejora de la Administración Tributaria y Aduanera,5599/KI-EC-1,EC,Ecuador,Ecuador,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2022,RM-REA,REVENUE ADMINISTRATION,ADMINISTRACIÓN DE INGRESOS,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2022,2025,10,10/31/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,KIF,Korea Infrastructure Development Co-Fina,,0,0,0,475000,475000,475000,0,0,0,0,0,0,Y,Y,175609,3/1/2025 11:59,3/1/2025 11:59,CAN/CEC,EC,5599/KI-EC,N,N
2025,2,202502,EC-L1253,Program to Improve Tax and Customs Administration,Programa de Mejora de la Administración Tributaria y Aduanera,5599/KI-EC-1,EC,Ecuador,Ecuador,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2022,RM-REA,REVENUE ADMINISTRATION,ADMINISTRACIÓN DE INGRESOS,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2022,2025,11,11/30/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,KIF,Korea Infrastructure Development Co-Fina,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,175610,3/1/2025 11:59,3/1/2025 11:59,CAN/CEC,EC,5599/KI-EC,N,N
2025,2,202502,EC-L1253,Program to Improve Tax and Customs Administration,Programa de Mejora de la Administración Tributaria y Aduanera,5599/KI-EC-1,EC,Ecuador,Ecuador,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2022,RM-REA,REVENUE ADMINISTRATION,ADMINISTRACIÓN DE INGRESOS,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2022,2025,12,12/31/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,KIF,Korea Infrastructure Development Co-Fina,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,175611,3/1/2025 11:59,3/1/2025 11:59,CAN/CEC,EC,5599/KI-EC,N,N
2025,2,202502,EC-L1253,Program to Improve Tax and Customs Administration,Programa de Mejora de la Administración Tributaria y Aduanera,5599/KI-EC-1,EC,Ecuador,Ecuador,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2022,RM-REA,REVENUE ADMINISTRATION,ADMINISTRACIÓN DE INGRESOS,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2022,2026,1,1/31/2026 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,KIF,Korea Infrastructure Development Co-Fina,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,175612,3/1/2025 11:59,3/1/2025 11:59,CAN/CEC,EC,5599/KI-EC,N,N
2025,2,202502,EC-L1253,Program to Improve Tax and Customs Administration,Programa de Mejora de la Administración Tributaria y Aduanera,5599/KI-EC-1,EC,Ecuador,Ecuador,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2022,RM-REA,REVENUE ADMINISTRATION,ADMINISTRACIÓN DE INGRESOS,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2022,2026,2,2/28/2026 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,KIF,Korea Infrastructure Development Co-Fina,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,175613,3/1/2025 11:59,3/1/2025 11:59,CAN/CEC,EC,5599/KI-EC,N,N
2025,2,202502,EC-L1253,Program to Improve Tax and Customs Administration,Programa de Mejora de la Administración Tributaria y Aduanera,5599/KI-EC-1,EC,Ecuador,Ecuador,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2022,RM-REA,REVENUE ADMINISTRATION,ADMINISTRACIÓN DE INGRESOS,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2022,2026,3,3/31/2026 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,KIF,Korea Infrastructure Development Co-Fina,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,175614,3/1/2025 11:59,3/1/2025 11:59,CAN/CEC,EC,5599/KI-EC,N,N
2025,2,202502,EC-L1253,Program to Improve Tax and Customs Administration,Programa de Mejora de la Administración Tributaria y Aduanera,5599/KI-EC-1,EC,Ecuador,Ecuador,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2022,RM-REA,REVENUE ADMINISTRATION,ADMINISTRACIÓN DE INGRESOS,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2022,2026,4,4/30/2026 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,KIF,Korea Infrastructure Development Co-Fina,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,175615,3/1/2025 11:59,3/1/2025 11:59,CAN/CEC,EC,5599/KI-EC,N,N
2022,2,202202,BL-L1038,Strengthening Public Expenditure Management in Belize,Fortalecimiento de la Gestión del Gasto Público en Belice,5353/OC-BL,BZ,Belize,Belice,CID,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2021,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,APPS,Approved/Pending Signature,Aprobado/Pendiente de Firma,2021,2025,10,10/31/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,79897,9/10/2022 9:44,9/10/2022 9:44,CID/CBL,BL,,Y,N
2024,2,202402,BL-L1038,Strengthening Public Expenditure Management in Belize,Fortalecimiento de la Gestión del Gasto Público en Belice,5353/OC-BL,BZ,Belize,Belice,CID,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2021,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2021,2025,3,3/31/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,73812,3/1/2024 10:05,3/1/2024 10:05,CID/CBL,BL,,Y,N
2023,2,202302,BL-L1038,Strengthening Public Expenditure Management in Belize,Fortalecimiento de la Gestión del Gasto Público en Belice,5353/OC-BL,BZ,Belize,Belice,CID,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2021,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2021,2025,12,12/31/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,79899,3/1/2023 11:32,3/1/2023 11:32,CID/CBL,BL,,Y,N
2022,2,202202,BL-L1038,Strengthening Public Expenditure Management in Belize,Fortalecimiento de la Gestión del Gasto Público en Belice,5353/OC-BL,BZ,Belize,Belice,CID,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2021,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,APPS,Approved/Pending Signature,Aprobado/Pendiente de Firma,2021,2024,3,3/31/2024 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,73800,9/10/2022 9:44,9/10/2022 9:44,CID/CBL,BL,,Y,N
2024,2,202402,BL-L1038,Strengthening Public Expenditure Management in Belize,Fortalecimiento de la Gestión del Gasto Público en Belice,5353/OC-BL,BZ,Belize,Belice,CID,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2021,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2021,2026,4,4/30/2026 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,110234,3/1/2024 10:05,3/1/2024 10:05,CID/CBL,BL,,Y,N
2023,2,202302,CO-L1245,Program to Support the Modernization of the National Tax and Customs Directorate,Programa de Apoyo a la Modernización de la Dirección de Impuestos y Aduanas Nacionales,5148/OC-CO,CO,Colombia,Colombia,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2020,RM-REA,REVENUE ADMINISTRATION,ADMINISTRACIÓN DE INGRESOS,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2020,2025,5,5/31/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,66988,3/1/2023 11:32,3/1/2023 11:32,CAN/CCO,CO,,Y,N
2019,2,201902,BR-L1516,Fiscal Management Modernization Project for the State of São Paulo - PROFISCO II SP,Proyecto de Modernización de la Gestión Fiscal del Estado de São Paulo - PROFISCO II SP,4706/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan,Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2018,RM,REFORM / MODERNIZATION OF THE STATE,REFORMA/MODERNIZACIÓN DEL ESTADO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP,N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,APPLA,Approved/Pending prior Legislative Approval,Aprobado/Pendiente Aprobación Legislativa Previa,2018,2022,4,4/30/2022 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,30519,7/10/2019 20:51,7/10/2019 20:51,CBR,BR,,,
2025,2,202502,BR-L1516,Fiscal Management Modernization Project for the State of São Paulo - PROFISCO II SP,Proyecto de Modernización de la Gestión Fiscal del Estado de São Paulo - PROFISCO II SP,4706/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2018,RM,REFORM / MODERNIZATION OF THE STATE,REFORMA/MODERNIZACIÓN DEL ESTADO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2018,2025,2,2/28/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,48488,3/1/2025 11:59,3/1/2025 11:59,CSC/CBR,BR,,Y,N
2025,2,202502,BR-L1516,Fiscal Management Modernization Project for the State of São Paulo - PROFISCO II SP,Proyecto de Modernización de la Gestión Fiscal del Estado de São Paulo - PROFISCO II SP,4706/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2018,RM,REFORM / MODERNIZATION OF THE STATE,REFORMA/MODERNIZACIÓN DEL ESTADO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2018,2025,3,3/31/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,48489,3/1/2025 11:59,3/1/2025 11:59,CSC/CBR,BR,,Y,N
2025,2,202502,BR-L1516,Fiscal Management Modernization Project for the State of São Paulo - PROFISCO II SP,Proyecto de Modernización de la Gestión Fiscal del Estado de São Paulo - PROFISCO II SP,4706/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management Division,IFD,VPS,2018,RM,REFORM / MODERNIZATION OF THE STATE,REFORMA/MODERNIZACIÓN DEL ESTADO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2018,2025,4,4/30/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,5500000,5500000,5500000,0,0,0,0,0,0,Y,Y,48490,3/1/2025 11:59,3/1/2025 11:59,CSC/CBR,BR,,Y,N
