yr,mth,projection_cycle,project_number,project_engl_nm,project_spanish_nm,operation_number,country_cd,country_engl_nm,country_spanish_nm,region,project_type_cd,project_type_engl_nm,project_type_spanish_nm,responsible_unit,responsible_unit_nm,department_cd,vp_org_unit_cd,pipe_year,sector_cd,sector_engl_nm,sector_spanish_nm,lending_type_cd,lending_type_engl_nm,lending_type_spanish_nm,lending_instrument_cd,lending_instrument_engl_nm,lending_instrument_spanish_nm,modality_cd,modality_engl_nm,modality_spanish_nm,taxonomy_cd,taxonomy_engl_nm,taxonomy_spanish_nm,financial_instrument_cd,financial_instrument_engl_nm,project_status_cd,project_status_engl_nm,project_status_spanish_nm,project_execution_status,project_execution_status_engl_nm,project_execution_status_spanish_nm,project_phase_cd,project_phase_engl_nm,project_phase_spanish_nm,project_stage_cd,project_stage_engl_nm,project_stage_spanish_nm,approval_year,transaction_year,transaction_month,transaction_date,approved_crncy_cd,approved_crncy_engl_nm,approved_crncy_spanish_nm,reporting_crncy_cd,reporting_crncy_engl_nm,reporting_crncy_spanish_nm,fund_cd,fund_engl_nm,fund_spanish_nm,projection_amnt_apprvd_crncy,projection_amnt_rpt_crncy,projection_amnt_useq,baseline_projection_amnt_apprvd_crncy,baseline_projection_amnt_rpt_crncy,baseline_projection_amnt_useq,disbursed_amnt_apprvd_crncy,disbursed_amnt_rpt_crncy,disbursed_amnt_useq,disbursed_ytd_amnt_apprvd_crncy,disbursed_ytd_amnt_rpt_crncy,disbursed_ytd_amnt_useq,is_projection,is_agreed_projection,convrgnc_disb_proj_id,dw_crte_ts,dw_updt_ts,udr_cd,idb_country_cd,parnt_operation_number,fin_processing,sub_loans_exist
2021,3,202103,PE-L1266,Project for the Improvement of the Integrated System for the Financial Management of Public Resources,Proyecto de Mejora del Sistema Integrado de Administración Financiera de los Recursos Públicos,ZZZ,PE,Peru,Perú,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2021,RM-FIN,PUBLIC EXPENDITURE MANAGEMENT,GESTIÓN DEL GASTO PÚBLICO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,ZZZ,Undefined,Undefined,PREP_PH,Preparation,Preparation,STARTED,Started,Iniciado,9999,2024,1,1/31/2024 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,TBD,TO BE DETERMINED,A DETERMINAR,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,66159,3/15/2021 18:17,3/15/2021 18:17,ZZZ,PE,,,
2020,2,202002,BR-L1516,Fiscal Management Modernization Project for the State of São Paulo - PROFISCO II SP,Proyecto de Modernización de la Gestión Fiscal del Estado de São Paulo - PROFISCO II SP,4706/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan,Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2018,RM,REFORM / MODERNIZATION OF THE STATE,REFORMA/MODERNIZACIÓN DEL ESTADO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP,N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,EFPE,Effective/Pending Eligibility,Efectivo/Pendiente Elegibilidad,2018,2021,11,11/30/2021 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,30514,3/2/2020 9:47,3/2/2020 9:47,CBR,BR,,,
2020,2,202002,BR-L1516,Fiscal Management Modernization Project for the State of São Paulo - PROFISCO II SP,Proyecto de Modernización de la Gestión Fiscal del Estado de São Paulo - PROFISCO II SP,4706/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan,Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2018,RM,REFORM / MODERNIZATION OF THE STATE,REFORMA/MODERNIZACIÓN DEL ESTADO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP,N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,EFPE,Effective/Pending Eligibility,Efectivo/Pendiente Elegibilidad,2018,2023,5,5/31/2023 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,41785,3/2/2020 9:47,3/2/2020 9:47,CBR,BR,,,
2021,3,202103,PE-L1266,Project for the Improvement of the Integrated System for the Financial Management of Public Resources,Proyecto de Mejora del Sistema Integrado de Administración Financiera de los Recursos Públicos,ZZZ,PE,Peru,Perú,CAN,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2021,RM-FIN,PUBLIC EXPENDITURE MANAGEMENT,GESTIÓN DEL GASTO PÚBLICO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,ZZZ,Undefined,Undefined,PREP_PH,Preparation,Preparation,STARTED,Started,Iniciado,9999,2021,4,4/30/2021 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,TBD,TO BE DETERMINED,A DETERMINAR,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,66126,3/15/2021 18:17,3/15/2021 18:17,ZZZ,PE,,,
2019,2,201902,BR-L1501,Fiscal Management Enhancement Project for the State of Pernambuco – PROFISCO II-PE,Proyecto de Mejora de la Gestión Fiscal del Estado de Pernambuco – PROFISCO II-PE,4554/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan,Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2018,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP,N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,APPLA,Approved/Pending prior Legislative Approval,Aprobado/Pendiente Aprobación Legislativa Previa,2018,2019,5,5/31/2019 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,22376,7/10/2019 20:51,7/10/2019 20:51,CBR,BR,,,
2021,3,202103,BR-L1501,Fiscal Management Enhancement Project for the State of Pernambuco – PROFISCO II-PE,Proyecto de Mejora de la Gestión Fiscal del Estado de Pernambuco – PROFISCO II-PE,4554/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2018,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2018,2025,5,5/31/2025 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,43906,3/15/2021 18:17,3/15/2021 18:17,CSC/CBR,BR,,,
2020,2,202002,BR-L1501,Fiscal Management Enhancement Project for the State of Pernambuco – PROFISCO II-PE,Proyecto de Mejora de la Gestión Fiscal del Estado de Pernambuco – PROFISCO II-PE,4554/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan,Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2018,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP,N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2018,2023,1,1/31/2023 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,36506,3/2/2020 9:47,3/2/2020 9:47,CBR,BR,,,
2021,3,202103,BR-L1513,Fiscal Management Modernization of the State of Santa Catarina - PROFISCO II SC,Modernización de la Gestión Fiscal del Estado de Santa Catarina - PROFISCO II SC,ZZZ,BR,Brazil,Brasil,CSC,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2022,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,ZZZ,Not Defined,ACTIVE,ACTIVE,ACTIVO,ZZZ,Undefined,Undefined,PREP_PH,Preparation,Preparation,NEG,Negotiation,Negociación,9999,2022,9,9/30/2022 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,TBD,TO BE DETERMINED,A DETERMINAR,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,42026,3/15/2021 18:17,3/15/2021 18:17,ZZZ,BR,,,
2021,3,202103,BR-L1501,Fiscal Management Enhancement Project for the State of Pernambuco – PROFISCO II-PE,Proyecto de Mejora de la Gestión Fiscal del Estado de Pernambuco – PROFISCO II-PE,4554/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2018,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2018,2022,5,5/31/2022 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,22412,3/15/2021 18:17,3/15/2021 18:17,CSC/CBR,BR,,,
2021,3,202103,BR-L1501,Fiscal Management Enhancement Project for the State of Pernambuco – PROFISCO II-PE,Proyecto de Mejora de la Gestión Fiscal del Estado de Pernambuco – PROFISCO II-PE,4554/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2018,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2018,2024,2,2/29/2024 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,43891,3/15/2021 18:17,3/15/2021 18:17,CSC/CBR,BR,,,
2024,2,202402,BR-L1540,Fiscal Management Modernization Project for the State of Alagoas - PROFISCO II AL,Proyecto de Modernización de la Gestión Fiscal del Estado de Alagoas – PROFISCO II AL,5344/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2021,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2021,2026,7,7/31/2026 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,125633,3/1/2024 10:05,3/1/2024 10:05,CSC/CBR,BR,,Y,N
2024,2,202402,BR-L1540,Fiscal Management Modernization Project for the State of Alagoas - PROFISCO II AL,Proyecto de Modernización de la Gestión Fiscal del Estado de Alagoas – PROFISCO II AL,5344/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2021,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2021,2028,3,3/31/2028 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,184518,3/1/2024 10:05,3/1/2024 10:05,CSC/CBR,BR,,Y,N
2020,2,202002,BR-L1501,Fiscal Management Enhancement Project for the State of Pernambuco – PROFISCO II-PE,Proyecto de Mejora de la Gestión Fiscal del Estado de Pernambuco – PROFISCO II-PE,4554/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan,Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2018,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP,N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2018,2022,3,3/31/2022 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,22410,3/2/2020 9:47,3/2/2020 9:47,CBR,BR,,,
2020,2,202002,BR-L1513,Fiscal Management Modernization of the State of Santa Catarina - PROFISCO II SC,Modernización de la Gestión Fiscal del Estado de Santa Catarina - PROFISCO II SC,ZZZ,BR,Brazil,Brasil,CSC,LON,Loan,Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2021,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP,N/A,Not Applicable,Not Applicable,ZZZ,Undefined,ACTIVE,ACTIVE,ACTIVO,ZZZ,Undefined,Undefined,PREP_PH,Preparation,Preparation,NEG,Negotiation,Negociación,9999,2021,3,3/31/2021 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,TBD,TO BE DETERMINED,A DETERMINAR,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,42008,3/2/2020 9:47,3/2/2020 9:47,ZZZ,BR,,,
2020,2,202002,EC-L1230,PROGRAM TO ENHANCE FISCAL CAPACITY FOR PUBLIC INVESTMENT,PROGRAMA DE LA MEJORA DE LA CAPACIDAD FISCAL PARA LA INVERSIÓN PÚBLICA,4670/OC-EC,EC,Ecuador,Ecuador,CAN,LON,Loan,Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2018,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP,N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2018,2024,3,3/31/2024 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,4428000,4428000,4428000,0,0,0,0,0,0,Y,Y,38671,3/2/2020 9:47,3/2/2020 9:47,CEC,EC,,,
2019,2,201902,BR-L1377,National Prog. to Support the Adm and Fiscal Manag Brazilian MunicipiosPNAFM III,Prog. Nacional de Apoyo a la Gestión Adm y Fiscal Municipios Brasileños PNAFMIII,3391/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan,Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2014,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,PFM,PFM (Multi-Phase Lending Project),PFM,N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2014,2020,5,5/31/2020 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,7461,7/10/2019 20:51,7/10/2019 20:51,CBR,BR,,,
2020,2,202002,EC-L1230,PROGRAM TO ENHANCE FISCAL CAPACITY FOR PUBLIC INVESTMENT,PROGRAMA DE LA MEJORA DE LA CAPACIDAD FISCAL PARA LA INVERSIÓN PÚBLICA,4670/OC-EC,EC,Ecuador,Ecuador,CAN,LON,Loan,Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2018,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP,N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2018,2021,9,9/30/2021 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,10000000,10000000,10000000,0,0,0,0,0,0,Y,Y,34947,3/2/2020 9:47,3/2/2020 9:47,CEC,EC,,,
2020,2,202002,EC-L1230,PROGRAM TO ENHANCE FISCAL CAPACITY FOR PUBLIC INVESTMENT,PROGRAMA DE LA MEJORA DE LA CAPACIDAD FISCAL PARA LA INVERSIÓN PÚBLICA,4670/OC-EC,EC,Ecuador,Ecuador,CAN,LON,Loan,Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2018,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP,N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2018,2020,6,6/30/2020 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,34932,3/2/2020 9:47,3/2/2020 9:47,CEC,EC,,,
2020,2,202002,BR-L1377,National Prog. to Support the Adm and Fiscal Manag Brazilian MunicipiosPNAFM III,Prog. Nacional de Apoyo a la Gestión Adm y Fiscal Municipios Brasileños PNAFMIII,3391/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan,Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2014,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,PFM,PFM (Multi-Phase Lending Project),PFM,N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2014,2021,2,2/28/2021 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,7468,3/2/2020 9:47,3/2/2020 9:47,CBR,BR,,,
2020,2,202002,EC-L1230,PROGRAM TO ENHANCE FISCAL CAPACITY FOR PUBLIC INVESTMENT,PROGRAMA DE LA MEJORA DE LA CAPACIDAD FISCAL PARA LA INVERSIÓN PÚBLICA,4670/OC-EC,EC,Ecuador,Ecuador,CAN,LON,Loan,Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2018,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP,N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2018,2020,10,10/31/2020 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,34936,3/2/2020 9:47,3/2/2020 9:47,CEC,EC,,,
2019,2,201902,AR-L1285,Provincial Management Strengthening Program II,Programa de Fortalecimiento de la Gestión Provincial II,ZZZ,AR,Argentina,Argentina,CSC,LON,Loan,Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2019,RM-DES,DECENTRALIZATION & INTERGOVERNMENTAL RELATIONS,DESCENTRALIZACIÓN Y RELACIONES INTERGUBERNAMENTALES,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP,N/A,Not Applicable,Not Applicable,ZZZ,Undefined,ACTIVE,ACTIVE,ACTIVO,ZZZ,Undefined,Undefined,PREP_PH,Preparation,Preparation,NEG,Negotiation,Negociación,9999,2020,10,10/31/2020 0:00,USD,United States Dollar,Dólar americano,ZZZ,Not Defined,No definido,ZZZ,Not Defined,No definido,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,16486,7/10/2019 20:51,7/10/2019 20:51,ZZZ,AR,,,
2021,3,202103,BR-L1527,Fiscal Management Modernization Project of the State of Paraná - PROFISCO II PR,Proyecto de Modernización de la Gestión Fiscal del Estado de Paraná - PROFISCO II PR,4951/OC-BR,BR,Brazil,Brasil,CSC,LON,Loan Operation,Operación de Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2019,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,POLÍTICA FISCAL PARA LA SOSTENIBILIDAD Y EL CRECIMIENTO,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),2019,2024,6,6/30/2024 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,53981,3/15/2021 18:17,3/15/2021 18:17,CSC/CBR,BR,,,
2020,2,202002,AR-L1285,Provincial Management Strengthening Program II,Programa de Fortalecimiento de la Gestión Provincial II,4753/OC-AR,AR,Argentina,Argentina,CSC,LON,Loan,Préstamo,IFD/FMM,Fiscal Management,IFD,VPS,2019,RM-DES,DECENTRALIZATION & INTERGOVERNMENTAL RELATIONS,DESCENTRALIZACIÓN Y RELACIONES INTERGUBERNAMENTALES,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP,N/A,Not Applicable,Not Applicable,FFF,Flexible Financing Facility,ACTIVE,ACTIVE,ACTIVO,A,ACTIVE,ACTIVO,EXEC_PH,Execution,Execution,EFPE,Effective/Pending Eligibility,Efectivo/Pendiente Elegibilidad,2019,2024,7,7/31/2024 0:00,USD,United States Dollar,Dólar americano,USD,United States Dollar,Dólar americano,ORC,Ordinary Capital,,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,41882,3/2/2020 9:47,3/2/2020 9:47,CAR,AR,,,
