yr,mth,projection_cycle,project_number,project_engl_nm,project_spanish_nm,operation_number,country_cd,country_engl_nm,country_spanish_nm,region,project_type_cd,project_type_engl_nm,project_type_spanish_nm,responsible_unit,responsible_unit_nm,department_cd,vp_org_unit_cd,pipe_year,sector_cd,sector_engl_nm,sector_spanish_nm,lending_type_cd,lending_type_engl_nm,lending_type_spanish_nm,lending_instrument_cd,lending_instrument_engl_nm,lending_instrument_spanish_nm,modality_cd,modality_engl_nm,modality_spanish_nm,taxonomy_cd,taxonomy_engl_nm,taxonomy_spanish_nm,financial_instrument_cd,financial_instrument_engl_nm,project_status_cd,project_status_engl_nm,project_status_spanish_nm,project_execution_status,project_execution_status_engl_nm,project_execution_status_spanish_nm,project_phase_cd,project_phase_engl_nm,project_phase_spanish_nm,project_stage_cd,project_stage_engl_nm,project_stage_spanish_nm,approval_year,transaction_year,transaction_month,transaction_date,approved_crncy_cd,approved_crncy_engl_nm,approved_crncy_spanish_nm,reporting_crncy_cd,reporting_crncy_engl_nm,reporting_crncy_spanish_nm,fund_cd,fund_engl_nm,fund_spanish_nm,projection_amnt_apprvd_crncy,projection_amnt_rpt_crncy,projection_amnt_useq,baseline_projection_amnt_apprvd_crncy,baseline_projection_amnt_rpt_crncy,baseline_projection_amnt_useq,disbursed_amnt_apprvd_crncy,disbursed_amnt_rpt_crncy,disbursed_amnt_useq,disbursed_ytd_amnt_apprvd_crncy,disbursed_ytd_amnt_rpt_crncy,disbursed_ytd_amnt_useq,is_projection,is_agreed_projection,convrgnc_disb_proj_id,dw_crte_ts,dw_updt_ts,udr_cd,idb_country_cd,parnt_operation_number,fin_processing,sub_loans_exist
2024,2,202402,SU-L1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,SU-L1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2012,3,201203,BA-L1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,206000,0,0,0,0,0,0,Y,Y,,,,,,,,
2021,3,202103,BR-L1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2014,4,201404,BR-L1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,4454000,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,EC-L1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,BR-L1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2015,2,201502,TT-L1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,,,,,,,,,1500000,0,0,0,0,0,0,Y,Y,,,,,,,,
2019,2,201902,CO-L1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2019,2,201902,BR-L1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,GY-L1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,BR-L1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,CR-L1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,SU-L1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,SU-L1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,AR-L1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,AR-L1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2009,1,200901,TT-L1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,1000000,0,0,0,0,0,0,Y,Y,,,,,,,,
2021,3,202103,BR-L1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,JA-L1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2021,3,202103,BR-L1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2011,4,201104,BR-L1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,800000,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,PN-L1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2011,4,201104,BR-L1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,4920000,0,0,0,0,0,0,Y,Y,,,,,,,,
2019,2,201902,BR-L1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2019,2,201902,PE-L1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,UR-L1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,BR-L1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2013,4,201304,BO-L1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,450000,0,0,0,0,0,0,Y,Y,,,,,,,,
2021,3,202103,CO-L1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,EC-L1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2021,3,202103,CO-L1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,EC-L1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2021,3,202103,DR-L1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2021,3,202103,PE-L1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2009,1,200901,PR-L1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,400000,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,SU-L1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,EC-L1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,BR-L1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,PE-L1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,BR-L1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,BR-L1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,2000000,0,0,0,0,0,0,Y,Y,,,,,,,,
2009,1,200901,BR-L1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,1759000,0,0,0,0,0,0,Y,Y,,,,,,,,
2019,2,201902,CR-L1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,SU-L1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,1500000,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,SU-L1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,3500000,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,BR-L1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2010,2,201002,BR-L1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,3000000,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,BA-L1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,GY-L1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,BR-L1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,BR-L1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,PR-L1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2019,2,201902,PR-L1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2011,4,201104,PR-L1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,560000,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,BR-L1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,BR-L1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2019,2,201902,BR-L1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,BR-L1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2021,3,202103,BR-L1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,BR-L1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2021,3,202103,DR-L1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,9555590,0,0,0,0,0,0,Y,Y,,,,,,,,
2010,2,201002,UR-L1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,3387000,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,BR-L1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,BR-L1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,2000000,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,BR-L1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2013,4,201304,BR-L1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,700000,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,PE-L1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,20000000,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,PE-L1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,1800000,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,PE-L1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,PE-L1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2028,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,BR-L1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,SU-L1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2021,3,202103,BR-L1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,AR-L1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,BR-L1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2021,3,202103,BR-L1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2021,3,202103,BR-L1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2010,2,201002,BR-L1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,1946000,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,UR-L1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,JA-L1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,SU-L1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,BA-L1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,BA-L1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,SU-L1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,BR-L1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,BR-L1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2029,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2010,2,201002,BR-L1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,1000000,0,0,0,0,0,0,Y,Y,,,,,,,,
2011,4,201104,BR-L1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,768000,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,DR-L1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2016,2,201602,BR-L1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,2000000,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,BR-L1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,6672000,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,UR-L1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,UR-L1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2015,2,201502,BR-L1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,7000000,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,BR-L1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2014,4,201404,BR-L1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,,,,,,,,,2500000,0,0,0,0,0,0,Y,Y,,,,,,,,
2021,3,202103,UR-L1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,PN-L1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2021,3,202103,PN-L1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,CO-L1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,6807000,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,CO-L1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,CO-L1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,CO-L1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2016,2,201602,BR-L1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,1221000,0,0,0,0,0,0,Y,Y,,,,,,,,
2022,2,202202,CH-L1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,UR-L1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,UR-L1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2010,2,201002,PE-L1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,5400000,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,EC-L1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2024,2,202402,EC-L1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2019,2,201902,PE-L1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2021,3,202103,PE-L1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2015,2,201502,BR-L1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,500000,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,PE-L1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,ME-L1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,SU-L1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,BR-L1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,EC-L1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,EC-L1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2023,2,202302,BL-L1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2028,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Y,Y,,,,,,,,
2013,4,201304,BR-L1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,750000,0,0,0,0,0,0,Y,Y,,,,,,,,
